TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz
73,1,Stim,1,1,227.998533333333,228.972866666667,-0.0535333333333483,0.974000000000018,999.999999995225,1,0.0909,1,1,9,6,3,3.08008213552356
74,1,NonStim,0,1,231.357733333333,232.323066666667,NaN,0.966000000000008,999.999999995225,2,0.0909,1,1,15,7,1,1.03519668737059
75,1,Stim,1,1,234.7079,235.693466666667,-0.0503000000000213,0.986000000000018,999.999999995225,2,-1,-1,0,13,13,2,2.02839756592288
76,1,Stim,1,1,238.083333333333,239.066233333333,-0.0520000000000209,0.983000000000004,999.999999995225,1,0.6363,1,1,15,6,2,2.03458799593082
78,1,Stim,1,1,243.901266666667,244.8578,-0.062166666666684,0.956000000000017,999.999999995225,3,-0.3636,-1,1,20,12,1,1.04602510460249
79,1,NonStim,0,1,247.259366666667,248.217866666667,NaN,0.958000000000027,999.999999995225,2,-1,-1,0,19,16,6,6.26304801670129
80,1,NonStim,0,1,250.610333333333,251.5867,NaN,0.976000000000028,999.999999995225,1,-0.4545,-1,0,21,9,3,3.07377049180319
81,1,Stim,1,1,253.969833333333,254.9436,-0.0585333333333153,0.974000000000018,999.999999995225,3,-1,-1,1,13,7,2,2.05338809034904
82,1,Stim,1,1,257.3708,258.3275,-0.0685333333333347,0.956999999999994,1000.00000002365,3,1,1,1,9,5,1,1.04493207941484
83,1,NonStim,0,1,260.637233333333,261.6026,NaN,0.964999999999975,1000.00000002365,3,-0.3636,-1,1,15,9,1,1.03626943005184
84,1,Stim,1,1,264.071666666667,265.047866666667,-0.0644333333333407,0.975999999999999,1000.00000002365,1,-0.3636,-1,0,9,4,1,1.02459016393443
85,1,Stim,1,1,267.412366666667,268.377966666667,-0.0521666666666079,0.964999999999975,1000.00000002365,1,-1,-1,0,10,3,1,1.03626943005184
86,1,NonStim,0,1,270.713833333333,271.672233333333,NaN,0.959000000000003,1000.00000002365,2,0.6363,1,0,18,12,5,5.21376433785191
87,1,NonStim,0,1,274.023,274.996533333333,NaN,0.973999999999933,1000.00000002365,3,-0.6363,-1,1,17,8,1,1.02669404517461
88,1,NonStim,0,1,277.347233333333,278.3166,NaN,0.968999999999937,1000.00000002365,4,0.3636,1,1,20,3,2,2.06398348813223
90,1,Stim,1,1,282.957233333333,283.9264,-0.0547666666666373,0.968999999999937,1000.00000002365,4,0.1818,1,1,13,5,3,3.09597523219834
91,1,Stim,1,1,286.257966666667,287.214166666667,-0.067266666666626,0.956999999999994,1000.00000002365,3,-0.1818,-1,1,16,15,4,4.17972831765938
92,1,NonStim,0,1,289.691066666667,290.674366666667,NaN,0.982999999999947,1000.00000002365,1,0.0909,1,1,10,3,2,2.03458799593093
93,1,Stim,1,1,293.058733333333,294.034966666667,-0.0615333333333297,0.975999999999942,1000.00000002365,4,-0.4545,-1,0,16,3,1,1.02459016393449
94,1,NonStim,0,1,296.2675,297.240566666667,NaN,0.973000000000013,1000.00000002365,1,-0.0909,-1,0,15,4,2,2.05549845837613
95,1,NonStim,0,1,299.5591,300.534433333333,NaN,0.974999999999966,1000.00000002365,3,0.0909,1,0,13,8,5,5.12820512820531
96,1,Stim,1,1,302.893066666667,303.878433333333,-0.0547333333333313,0.984999999999957,1000.00000002365,4,-0.1818,-1,0,20,4,2,2.03045685279197
97,1,Stim,1,1,306.168233333333,307.135433333333,-0.0559666666666772,0.966999999999985,1000.00000002365,2,0.3636,1,0,12,2,1,1.03412616339195
98,1,NonStim,0,1,309.4272,310.404666666667,NaN,0.976999999999975,1000.00000002365,4,0.0909,1,1,11,4,2,2.04708290685778
99,1,Stim,1,1,312.778333333333,313.755233333333,-0.0572999999999979,0.976999999999975,1000.00000002365,1,0.3636,1,1,17,5,3,3.07062436028667
100,1,NonStim,0,1,316.1456,317.111233333333,NaN,0.965999999999951,1000.00000002365,1,-1,-1,0,10,5,1,1.03519668737065
104,1,Stim,1,1,327.263166666667,328.2204,-0.0637999999999579,0.956999999999994,1000.00000002365,3,0.4545,1,1,13,8,1,1.04493207941484
105,1,Stim,1,1,330.472133333333,331.4322,-0.0572999999999979,0.95999999999998,1000.00000002365,2,-0.0909,-1,1,15,8,2,2.08333333333338
106,1,NonStim,0,1,333.848433333333,334.805833333333,NaN,0.956999999999994,1000.00000002365,3,0.6363,1,1,18,7,3,3.13479623824453
107,1,NonStim,0,1,337.1483,338.113966666667,NaN,0.964999999999975,1000.00000002365,3,0.1818,1,1,16,10,1,1.03626943005184
108,1,NonStim,0,1,340.532366666667,341.506033333333,NaN,0.973999999999933,1000.00000002365,1,-0.6363,-1,1,16,4,3,3.08008213552383
109,1,Stim,1,1,343.932433333333,344.9189,-0.052566666666678,0.98599999999999,1000.00000002365,3,0.0909,1,1,12,8,1,1.01419878296147
110,1,Stim,1,1,347.250366666667,348.2262,-0.0579333333333238,0.975999999999999,1000.00000002365,4,0.4545,1,1,18,7,2,2.04918032786885
111,1,NonStim,0,1,350.6758,351.6655,NaN,0.990000000000009,1000.00000002365,4,0.1818,1,0,18,5,3,3.030303030303
112,1,Stim,1,1,354.059766666667,355.035266666667,-0.0503333333332989,0.975999999999999,1000.00000002365,1,-0.4545,-1,0,11,5,2,2.04918032786885
114,1,Stim,1,1,360.0939,361.0592,-0.059599999999989,0.966000000000008,1000.00000002365,2,-0.6363,-1,0,16,8,1,1.03519668737059
115,1,Stim,1,1,363.235766666667,364.209133333333,-0.0563666666666336,0.97399999999999,1000.00000002365,4,0.0909,1,0,17,6,2,2.0533880903491
116,1,Stim,1,1,366.561,367.551033333333,-0.0568666666666218,0.990999999999985,1000.00000002365,1,-0.0909,-1,0,10,4,2,2.0181634712412
117,1,Stim,1,1,369.8286,370.794266666667,-0.0563000000000216,0.965999999999951,1000.00000002365,1,1,1,1,15,6,2,2.07039337474131
119,1,NonStim,0,1,375.8954,376.879966666667,NaN,0.98399999999998,1000.00000002365,4,-0.1818,-1,1,16,4,4,4.06504065040659
120,1,NonStim,0,1,379.2462,380.213066666667,NaN,0.966999999999985,1000.00000002365,1,0.1818,1,0,13,5,3,3.10237849017585
122,1,NonStim,0,1,385.289533333333,386.2618,NaN,0.97199999999998,1000.00000002365,1,1,1,1,12,5,2,2.05761316872432
123,1,NonStim,0,1,388.722066666667,389.700566666667,NaN,0.977999999999952,1000.00000002365,3,1,1,1,13,11,3,3.06748466257684
124,1,NonStim,0,1,392.0233,392.999266666667,NaN,0.975999999999999,1000.00000002365,4,0.4545,1,0,13,4,1,1.02459016393443
125,1,NonStim,0,1,395.331933333333,396.2973,NaN,0.966000000000008,1000.00000002365,4,0.4545,1,0,14,6,2,2.07039337474118
126,1,NonStim,0,1,398.624733333333,399.6015,NaN,0.976999999999975,1000.00000002365,3,-1,-1,1,16,14,3,3.07062436028667
127,1,Stim,1,1,401.7997,402.7735,-0.053766666666661,0.97399999999999,1000.00000002365,4,-0.1818,-1,0,12,6,1,1.02669404517455
128,1,NonStim,0,1,404.9921,405.966833333333,NaN,0.97399999999999,1000.00000002365,1,-0.3636,-1,1,15,6,1,1.02669404517455
129,1,NonStim,0,1,408.4592,409.4246,NaN,0.964999999999975,1000.00000002365,3,1,1,1,13,12,3,3.10880829015552
