TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz
176,1,Stim,1,1,556.205833333333,557.190266666667,-0.0519666666666581,0.985000000000014,1000.00000002365,4,0.3636,1,0,13,3,1,1.01522842639593
178,1,Stim,1,1,561.5909,562.5561,-0.0647666666666282,0.966000000000008,1000.00000002365,2,-0.3636,-1,0,21,8,0,0
179,1,NonStim,0,1,564.890633333333,565.856333333333,NaN,0.966000000000008,1000.00000002365,1,0.4545,1,1,15,6,2,2.07039337474118
180,1,NonStim,0,1,568.316666666667,569.281533333333,NaN,0.964999999999918,1000.00000002365,3,0.1818,1,1,16,9,1,1.0362694300519
182,1,Stim,1,1,574.517233333333,575.502,-0.0563333333333276,0.9849999999999,1000.00000002365,4,-0.3636,-1,0,13,3,3,3.04568527918813
183,1,Stim,1,1,578.075366666667,579.058766666667,-0.0502999999999929,0.982999999999947,1000.00000002365,1,-0.3636,-1,1,14,10,3,3.0518819938964
185,1,Stim,1,1,582.935333333333,583.891566666667,-0.0639999999998508,0.955999999999904,1000.00000002365,3,0.6363,1,1,11,5,1,1.04602510460262
187,1,Stim,1,1,589.060633333333,590.052766666667,-0.0488000000000284,0.991999999999962,1000.00000002365,1,0.0909,1,1,13,4,1,1.00806451612907
188,1,Stim,1,1,592.4538,593.436033333333,-0.0505000000000564,0.983000000000061,1000.00000002365,4,0.1818,1,0,12,4,2,2.0345879959307
189,1,NonStim,0,1,595.7035,596.679266666667,NaN,0.975999999999999,1000.00000002365,4,-0.3636,-1,0,10,2,1,1.02459016393443
190,1,Stim,1,1,598.887466666667,599.864833333333,-0.0603666666667095,0.976999999999975,1000.00000002365,3,-0.0909,-1,1,14,12,2,2.04708290685778
191,1,NonStim,0,1,602.2627,603.2202,NaN,0.95799999999997,1000.00000002365,2,-0.0909,-1,0,13,6,2,2.08768267223389
192,1,NonStim,0,1,605.646566666667,606.630833333333,NaN,0.983999999999924,1000.00000002365,2,0.4545,1,1,14,11,3,3.04878048780511
193,1,NonStim,0,1,608.906,609.873933333333,NaN,0.968000000000075,1000.00000002365,1,0.0909,1,1,9,5,1,1.03305785123959
194,1,Stim,1,1,612.164433333333,613.139,-0.0592666666665309,0.975000000000023,1000.00000002365,1,-0.0909,-1,1,12,6,2,2.051282051282
195,1,NonStim,0,1,615.406166666667,616.364133333333,NaN,0.95799999999997,1000.00000002365,3,-0.0909,-1,1,16,9,3,3.13152400835083
196,1,Stim,1,1,618.840133333333,619.798066666667,-0.0587333333334072,0.95799999999997,1000.00000002365,3,1,1,1,12,6,1,1.04384133611694
197,1,Stim,1,1,622.0154,622.9834,-0.0611333333333732,0.967999999999961,1000.00000002365,2,-0.4545,-1,0,20,10,3,3.09917355371913
198,1,Stim,1,1,625.3666,626.341533333333,-0.04950000000008,0.975000000000023,1000.00000002365,2,-1,-1,1,18,6,0,0
199,1,NonStim,0,1,628.733633333333,629.719733333333,NaN,0.98599999999999,1000.00000002365,4,0.0909,1,1,15,3,2,2.02839756592294
200,1,NonStim,0,1,632.133833333333,633.1081,NaN,0.974999999999909,1000.00000002365,4,-0.0909,-1,1,14,9,2,2.05128205128224
201,1,Stim,1,1,635.543533333333,636.508366666667,-0.0627000000000635,0.965000000000032,1000.00000002365,3,0.1818,1,1,14,10,0,0
202,1,NonStim,0,1,638.884466666667,639.859166666667,NaN,0.975000000000023,1000.00000002365,2,-0.1818,-1,1,16,13,2,2.051282051282
203,1,NonStim,0,1,642.2944,643.2701,NaN,0.975999999999999,1000.00000002365,3,0.0909,1,1,12,12,3,3.07377049180328
206,1,Stim,1,1,651.328066666667,652.311366666667,-0.0487333333334163,0.983000000000061,1000.00000002365,3,-0.4545,-1,0,13,9,1,1.01729399796535
207,1,NonStim,0,1,654.520866666667,655.495,NaN,0.975000000000023,1000.00000002365,4,-0.1818,-1,0,10,8,3,3.07692307692301
208,1,NonStim,0,1,657.713633333333,658.687266666667,NaN,0.973999999999933,1000.00000002365,1,-0.1818,-1,0,15,7,3,3.08008213552383
209,1,NonStim,0,1,661.030533333333,661.996433333333,NaN,0.966000000000008,1000.00000002365,3,0.3636,1,1,12,13,2,2.07039337474118
210,1,Stim,1,1,664.305433333333,665.2881,-0.0508666666667068,0.982999999999947,1000.00000002365,2,-0.0909,-1,0,16,14,1,1.01729399796547
211,1,NonStim,0,1,667.689866666667,668.6812,NaN,0.991999999999962,1000.00000002365,1,-0.4545,-1,1,13,5,3,3.02419354838721
212,1,NonStim,0,1,670.956566666667,671.931366666667,NaN,0.975000000000023,1000.00000002365,4,-0.4545,-1,0,18,5,2,2.051282051282
213,1,NonStim,0,1,674.356766666667,675.342866666667,NaN,0.98599999999999,1000.00000002365,4,0.1818,1,0,13,6,2,2.02839756592294
214,1,NonStim,0,1,677.607433333333,678.5795,NaN,0.97199999999998,1000.00000002365,2,0.1818,1,1,13,10,1,1.02880658436216
215,1,Stim,1,1,680.966233333333,681.941166666667,-0.0493666666666286,0.975000000000023,1000.00000002365,1,0.4545,1,1,17,8,4,4.10256410256401
216,1,Stim,1,1,684.1253,685.0943,-0.0585000000000946,0.969000000000051,1000.00000002365,2,0.6363,1,0,16,11,2,2.06398348813199
217,1,Stim,1,1,687.351,688.3294,-0.0555666666666639,0.978999999999928,1000.00000002365,4,-0.0909,-1,1,23,7,3,3.06435137895835
219,1,NonStim,0,1,693.743366666667,694.735933333333,NaN,0.991999999999962,1000.00000002365,2,-0.6363,-1,0,13,7,2,2.01612903225814
220,1,NonStim,0,1,696.9195,697.893966666667,NaN,0.974000000000046,1000.00000002365,4,1,1,1,16,4,0,0
221,1,NonStim,0,1,700.152566666667,701.118666666667,NaN,0.966000000000008,1000.00000002365,3,-0.4545,-1,1,11,9,2,2.07039337474118
223,1,NonStim,0,1,706.387633333333,707.362733333333,NaN,0.974999999999909,1000.00000002365,1,1,1,1,16,4,3,3.07692307692336
224,1,Stim,1,1,709.6457,710.656566666667,-0.0543333333333749,1.01099999999997,1000.00000002365,4,0.0909,1,0,16,6,1,0.989119683481733
225,1,Stim,1,1,712.938466666667,713.9062,-0.0535333333333483,0.967999999999961,1000.00000002365,4,-1,-1,1,19,6,3,3.09917355371913
226,1,NonStim,0,1,716.338733333333,717.3042,NaN,0.965999999999894,1000.00000002365,1,0.1818,1,1,11,5,4,4.14078674948285
227,1,Stim,1,1,719.5051,720.472933333333,-0.0482999999999265,0.966999999999985,1000.00000002365,4,0.4545,1,1,12,6,3,3.10237849017585
229,1,Stim,1,1,725.6647,726.631,-0.0611333333333732,0.966999999999985,1000.00000002365,2,1,1,0,22,7,4,4.1365046535678
231,1,NonStim,0,1,730.6409,731.607,NaN,0.966999999999985,1000.00000002365,3,0.6363,1,1,21,7,4,4.1365046535678
232,1,Stim,1,1,733.999566666667,734.990833333333,-0.0548000000000002,0.990999999999985,1000.00000002365,4,0.6363,1,1,18,10,3,3.0272452068618
233,1,NonStim,0,1,737.2998,738.267833333333,NaN,0.968000000000075,1000.00000002365,2,-0.4545,-1,0,19,8,2,2.06611570247918
