TrialType,TrialCount,TrialsWithMicrosaccade,TrialsWithMicrosaccadePct,MicrosaccadeCount,MeanCountPerTrial,MedianCountPerTrial,MeanRateHz,MedianRateHz,MeanAmplitudeDeg,MeanPeakVelocityDegS
NonStim,407,372,91.4004914004914,842,2.06879606879607,2,2.12501401520792,2.05338809034874,0.159028722939139,19.7361867180789
Stim,411,361,87.8345498783455,756,1.83941605839416,2,1.89202810344872,2.04498977505099,0.157381612184681,19.9089932340143
