UnitTableRow,Date,Monkey,ROI,TrialInfoFile,TrialType,EventCount,MeanDirectionDeg,MeanResultantLength,RayleighZ,RayleighP,RejectUniform05,UnitVectorSumX,UnitVectorSumY,DisplacementVectorSumXDeg,DisplacementVectorSumYDeg,DisplacementVectorSumMagnitudeDeg,DisplacementVectorSumDirectionDeg,MeanDisplacementXDeg,MeanDisplacementYDeg,MeanDisplacementMagnitudeDeg,TrialsWithEvents,TrialMeanDirectionDeg,TrialMeanResultantLength,TrialMeanRayleighZ,TrialMeanRayleighP,TrialMeanRejectUniform05
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,NonStim,1738,280.732695633496,0.0365346382321738,2.31984727633361,0.0982781015467417,0,11.8249129576556,-62.3864248038921,7.49995611756593,-22.6575682416609,23.8666030341759,288.315229644921,0.00431527969940502,-0.0130365755130385,0.0137322226893993,385,281.08876945966,0.137609106979869,7.29046253466183,0.000665005899433677,1
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,Stim,1504,332.556459287502,0.102378007706298,15.7638097187139,1.37443442437738e-07,1,136.648838600017,-70.963826885337,17.3536263169303,-22.8842399126385,28.7199718441167,307.173848504237,0.0115383153702994,-0.0152155850482969,0.019095725960184,380,320.744295503434,0.205956438585002,16.1188607459548,8.57663577820345e-08,1
