UnitTableRow,Date,Monkey,ROI,TrialInfoFile,TrialType,EventCount,MeanDirectionDeg,MeanResultantLength,RayleighZ,RayleighP,RejectUniform05,UnitVectorSumX,UnitVectorSumY,DisplacementVectorSumXDeg,DisplacementVectorSumYDeg,DisplacementVectorSumMagnitudeDeg,DisplacementVectorSumDirectionDeg,MeanDisplacementXDeg,MeanDisplacementYDeg,MeanDisplacementMagnitudeDeg,TrialsWithEvents,TrialMeanDirectionDeg,TrialMeanResultantLength,TrialMeanRayleighZ,TrialMeanRayleighP,TrialMeanRejectUniform05
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,NonStim,1545,225.286404335239,0.00649872743366356,0.0652506930071444,0.936851708385997,0,-7.06415163568106,-7.13513015747734,3.54718698461401,-11.2021727930074,11.7503706659922,287.570479057999,0.00229591390589904,-0.00725059727702741,0.00760541790679105,385,292.50835794061,0.103827529455436,4.15036001103545,0.0156673062027776,1
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,Stim,1318,347.608495673956,0.0559616590674142,4.12759020239115,0.0160948178882884,1,72.0392206743826,-15.8276521120206,9.55779242617547,-11.3388322715409,14.8297172374929,310.128397970303,0.00725173932183268,-0.00860305938660161,0.0112516822742738,380,323.607853323997,0.140335937854959,7.48378667237977,0.00054702330413492,1
