SessionID,SessionIndex,Block,ComparatorCondition,RightEyeRate,ComparatorRate,Difference
Jim_125,125,nonStim,MonoL,0.5,0.741258741258741,-0.241258741258741
Jim_126,126,nonStim,MonoL,0.858333333333333,0.833333333333333,0.0249999999999999
Jim_127,127,nonStim,MonoL,0.664429530201342,0.86986301369863,-0.205433483497288
Jim_128,128,nonStim,MonoL,0.744827586206897,0.689655172413793,0.0551724137931034
Jim_129,129,nonStim,MonoL,0.696551724137931,0.763888888888889,-0.0673371647509579
Jim_130,130,nonStim,MonoL,0.721311475409836,0.75,-0.0286885245901639
Jim_131,131,nonStim,MonoL,0.8,0.867768595041322,-0.0677685950413223
Jim_132,132,nonStim,MonoL,0.888888888888889,0.748148148148148,0.140740740740741
Jim_133,133,nonStim,MonoL,0.870967741935484,0.806451612903226,0.0645161290322581
Jim_134,134,nonStim,MonoL,0.785185185185185,0.879699248120301,-0.0945140629351156
Jim_135,135,nonStim,MonoL,0.847133757961783,0.777070063694268,0.0700636942675159
Jim_136,136,nonStim,MonoL,0.851239669421488,0.633333333333333,0.217906336088154
Jim_137,137,nonStim,MonoL,0.798701298701299,0.790849673202614,0.00785162549868434
Jim_138,138,nonStim,MonoL,0.780821917808219,0.843537414965986,-0.0627154971577673
Jim_139,139,nonStim,MonoL,0.848739495798319,0.789915966386555,0.0588235294117647
Jim_140,140,nonStim,MonoL,0.75,0.8125,-0.0625
Jim_141,141,nonStim,MonoL,0.746835443037975,0.69811320754717,0.0487222354908049
Jim_142,142,nonStim,MonoL,0.822085889570552,0.808641975308642,0.0134439142619102
Jim_143,143,nonStim,MonoL,0.676258992805755,0.843283582089552,-0.167024589283797
Jim_144,144,nonStim,MonoL,0.821138211382114,0.753968253968254,0.0671699574138599
Jim_145,145,nonStim,MonoL,0.68,0.768,-0.088
Jim_146,146,nonStim,MonoL,0.826446280991736,0.811023622047244,0.0154226589444915
Jim_147,147,nonStim,MonoL,0.908333333333333,0.783333333333333,0.125
Jim_148,148,nonStim,MonoL,0.852713178294574,0.734375,0.118338178294574
Jim_149,149,nonStim,MonoL,0.731707317073171,0.770491803278688,-0.0387844862055178
Jim_150,150,nonStim,MonoL,0.854700854700855,0.837837837837838,0.0168630168630168
Jim_151,151,nonStim,MonoL,0.717741935483871,0.778688524590164,-0.0609465891062929
Jim_001,1,nonStim,Bino,0.844262295081967,0.901639344262295,-0.0573770491803278
Jim_002,2,nonStim,Bino,0.801418439716312,0.884057971014493,-0.0826395312981807
Jim_003,3,nonStim,Bino,0.661870503597122,0.835714285714286,-0.173843782117163
Jim_004,4,nonStim,Bino,0.790322580645161,0.868852459016393,-0.0785298783712322
Jim_005,5,nonStim,Bino,0.696969696969697,0.879699248120301,-0.182729551150604
Jim_006,6,nonStim,Bino,0.844594594594595,0.925170068027211,-0.0805754734326163
Jim_007,7,nonStim,Bino,0.739495798319328,0.860655737704918,-0.12115993938559
Jim_008,8,nonStim,Bino,0.613636363636364,0.863636363636364,-0.25
Jim_009,9,nonStim,Bino,0.633333333333333,0.836065573770492,-0.202732240437159
Jim_010,10,nonStim,Bino,0.621848739495798,0.853658536585366,-0.231809797089568
Jim_011,11,nonStim,Bino,0.772727272727273,0.863636363636364,-0.0909090909090909
Jim_012,12,nonStim,Bino,0.828125,0.875,-0.046875
Jim_013,13,nonStim,Bino,0.795081967213115,0.926829268292683,-0.131747301079568
Jim_014,14,nonStim,Bino,0.685897435897436,0.858064516129032,-0.172167080231596
Jim_015,15,nonStim,Bino,0.734806629834254,0.850828729281768,-0.116022099447514
Jim_016,16,nonStim,Bino,0.782608695652174,0.915966386554622,-0.133357690902448
Jim_017,17,nonStim,Bino,0.891666666666667,0.899159663865546,-0.00749299719887953
Jim_018,18,nonStim,Bino,0.804511278195489,0.873134328358209,-0.0686230501627202
Jim_019,19,nonStim,Bino,0.867768595041322,0.825,0.0427685950413224
Jim_020,20,nonStim,Bino,0.776,0.870967741935484,-0.0949677419354839
Jim_021,21,nonStim,Bino,0.8125,0.937931034482759,-0.125431034482759
Jim_022,22,nonStim,Bino,0.783333333333333,0.833333333333333,-0.05
Jim_023,23,nonStim,Bino,0.823529411764706,0.908163265306122,-0.0846338535414166
Jim_024,24,nonStim,Bino,0.733333333333333,0.808333333333333,-0.0750000000000001
Jim_025,25,nonStim,Bino,0.808333333333333,0.884297520661157,-0.0759641873278237
Jim_026,26,nonStim,Bino,0.783333333333333,0.867768595041322,-0.084435261707989
Jim_027,27,nonStim,Bino,0.685950413223141,0.85,-0.164049586776859
Jim_028,28,nonStim,Bino,0.883333333333333,0.897637795275591,-0.0143044619422572
Jim_029,29,nonStim,Bino,0.644628099173554,0.768595041322314,-0.12396694214876
