TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
289,1,NonStim,0,1,915.642166666667,916.611366666667,NaN,0.968999999999937,1000.00000002365,2,-0.3636,-1,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680324754804,7.99678661088807,10.6382491618118,6.66403138089986
290,1,Stim,1,1,918.9858,919.943033333333,-0.0649333333332152,0.95799999999997,1000.00000002365,3,-1,-1,1,10,2,2,2.08768267223389,0.308948710242483,34.1946460405286,35.4999999991605,-0.332412942593495,-0.0574085188779104,189.798465834213,0.33733381455677,11.9680202527074,1.38777878081426e-14,10.6382431804078,6.66402770954232
291,1,Stim,1,1,922.193266666667,923.194166666667,-0.0521999999999707,1.00099999999998,1000.00000002365,1,0.6363,1,1,13,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.77555756162852e-14,1.33280474986437,5.3191187097617,5.33118731684115
293,1,NonStim,0,1,927.1284,928.103433333333,NaN,0.974999999999909,1000.00000002365,4,0.3636,1,0,2,2,1,1.02564102564112,0.183556701095077,17.5988849750257,27.9999999993379,-0.465218600503467,-0.885195827907924,242.275629585714,1,3.98934427173518,1.33280622653236,3.98933984409396,2.66560504616969
294,1,Stim,1,1,930.511933333333,931.479433333333,-0.0582666666665546,0.968000000000075,1000.00000002365,4,-0.6363,-1,0,17,5,4,4.13223140495836,0.0671449972354734,11.7614273528516,35.2499999991664,-0.456667112073622,-0.789752469731534,239.961746351841,0.912279460854359,1.32978136603306,2.77555756162852e-14,3.98934363663266,1.33280529032183
295,1,NonStim,0,1,933.6453,934.604466666667,NaN,0.95900000000006,1000.00000002365,2,0.4545,1,1,14,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.6382513724915,2.77555756162852e-14,11.9680327597847,5.3312148872357
296,1,NonStim,0,1,936.8121,937.788566666667,NaN,0.975999999999999,1000.00000002365,2,0.1818,1,0,2,3,2,2.04918032786885,0.197619463167326,19.2782555666481,27.9999999993379,0.0963236783289812,0.0321124862877468,18.4374078916679,0.101535524731031,15.9573753721839,5.33122458291785,10.638251375414,0.942431431415353
297,1,Stim,1,1,940.005233333333,940.971566666667,-0.0613666666666859,0.966000000000008,1000.00000002365,3,-0.6363,-1,0,1,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.6382462032601,9.32960909041754,11.9679981540495,27.3747708767051
299,1,Stim,1,1,946.472533333333,947.438433333333,-0.0659666666666681,0.966000000000008,1000.00000002365,3,0.1818,1,1,2,2,1,1.03519668737059,0.260120308669358,26.9423748783132,17.9999999995744,-0.171504633809347,-0.985183313186902,260.124686827142,1,13.2978074513324,5.33120675420592,10.6382448760517,3.99840950289173
300,1,NonStim,0,1,949.681233333333,950.650833333333,NaN,0.968999999999937,1000.00000002365,4,1,1,0,16,14,6,6.19195046439669,0.100594679422694,11.5582705038047,46.4999999989004,0.109863598137127,0.396427588970642,74.5101335321941,0.411369473214424,2.65956179350867,3.46944695203566e-15,2.65956109482498,6.93889390407131e-15
