TrialType,EventCount,MeanDirectionDeg,MeanResultantLength,RayleighZ,RayleighP,RejectUniform05,UnitVectorSumX,UnitVectorSumY,DisplacementVectorSumXDeg,DisplacementVectorSumYDeg,DisplacementVectorSumMagnitudeDeg,DisplacementVectorSumDirectionDeg,MeanDisplacementXDeg,MeanDisplacementYDeg,MeanDisplacementMagnitudeDeg,TrialsWithEvents,TrialMeanDirectionDeg,TrialMeanResultantLength,TrialMeanRayleighZ,TrialMeanRayleighP,TrialMeanRejectUniform05
NonStim,896,200.279190625097,0.232912774999584,48.6065312391743,4.05880126043128e-22,1,-195.754180610412,-72.3308562360929,-46.2400888782425,-35.1358699227484,58.0747378357928,217.229651657896,-0.05160724205161,-0.0392141405387817,0.0648155556203044,344,198.823979084061,0.558625158346382,107.349351232907,1.32078838863082e-51,1
Stim,856,203.544342172524,0.210832317525378,38.0494277928324,1.98378347573734e-17,1,-165.448347961856,-72.0912917581386,-40.7068827001291,-33.5097268349652,52.7252509877009,219.461061337622,-0.0475547695094966,-0.039146877143651,0.0615949193781553,334,199.587189261906,0.549285576919559,100.772691433959,2.52029076532406e-48,1
