TrialType,TrialCount,TrialsWithMicrosaccade,TrialsWithMicrosaccadePct,MicrosaccadeCount,MeanCountPerTrial,MedianCountPerTrial,MeanRateHz,MedianRateHz,MeanAmplitudeDeg,MeanPeakVelocityDegS
NonStim,407,344,84.5208845208845,896,2.2014742014742,2,2.26033468476339,2.05128205128212,0.180200782923865,20.2828587234956
Stim,411,334,81.2652068126521,856,2.08272506082725,2,2.13919950825872,2.03458799593093,0.164716585453191,19.3858597690664
