TrialType,TrialCount,TrialsWithMicrosaccade,TrialsWithMicrosaccadePct,MicrosaccadeCount,MeanCountPerTrial,MedianCountPerTrial,MeanRateHz,MedianRateHz,MeanAmplitudeDeg,MeanPeakVelocityDegS
NonStim,526,153,29.0874524714829,187,0.355513307984791,0,0.365633997593081,0,0.175859545063501,20.7791774569396
Stim,523,162,30.9751434034417,183,0.349904397705545,0,0.35967757197638,0,0.143571315731065,18.6359389996278
