TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
793,1,NonStim,0,1,2621.08873333333,2622.07806666667,NaN,0.990000000000236,999.999999796273,2,0.1818,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978057312305,6.66401145314654,13.2978136749159,6.66401762024997
794,1,Stim,1,1,2624.61393333333,2625.5898,-0.0643333333337068,0.976000000000113,999.999999796273,3,-0.3636,-1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890711365093,17.5655166579554,13.2978142856704,6.66402407752248
795,1,NonStim,0,1,2627.92253333333,2628.88663333333,NaN,0.964000000000397,999.999999796273,2,0.6363,1,1,4,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890319248085,6.66401811953257,13.2978141295606,6.66402794611482
796,1,NonStim,0,1,2631.31483333333,2632.27383333333,NaN,0.959000000000287,999.999999796273,3,-0.6363,-1,1,45,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890682489215,6.93889390249359e-15,13.2978131538992,6.66402553845483
797,1,NonStim,0,1,2634.51683333333,2635.48086666667,NaN,0.964000000000397,999.999999796273,1,-0.1818,-1,1,7,1,1,1.03734439833982,0.20108438197063,22.7614380289733,15.0000000030559,0.580363608645447,-0.81435746558869,305.476120998564,1,6.64889998106733,6.66401811953258,13.2978053883289,6.66403054172877
798,1,Stim,1,1,2637.9577,2638.9224,-0.0630000000001019,0.965000000000146,999.999999796273,2,-0.1818,-1,0,41,1,1,1.03626943005166,0.0957520988707326,15.8678903105861,14.0000000028522,-0.937491195344931,-0.348008992198093,200.36558444348,1,6.64890529633405,6.93889390249359e-15,13.2978136762604,6.66402932645515
799,1,NonStim,0,1,2641.2651,2642.2634,NaN,0.998000000000047,999.999999796273,1,1,1,1,7,2,1,1.00200400801598,0.0598749354808448,11.0976485339251,7.00000000142609,-0.44640108401026,0.894832985642832,116.513014612946,1,6.64890703790218,6.66403074190911,13.2978140089878,6.66402766468289
801,1,Stim,1,1,2647.69273333333,2648.65603333333,-0.0657999999998538,0.963999999999942,999.999999796273,2,-0,-1,1,1,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890646375113,6.66401060221296,13.297813973813,6.66401507228825
802,1,NonStim,0,1,2651.10893333333,2652.09393333333,NaN,0.985000000000127,999.999999796273,2,0.4545,1,1,0,1,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.297810790574,20.2633752131852,13.2978097955833,6.66401120215767
803,1,Stim,1,1,2654.51713333333,2655.4915,-0.0544333333332361,0.97400000000016,999.999999796273,1,-0.6363,-1,1,1,1,1,1.02669404517437,0.13351425992289,15.9931578478076,13.0000000026484,-0.99224300713811,-0.124313373317278,187.141105696363,1,6.64890684348244,6.66403081511263,13.2978107934028,6.66403150344912
805,1,Stim,1,1,2661.16056666667,2662.13446666667,-0.0516333333330294,0.97400000000016,999.999999796273,2,-0.4545,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978123834532,13.3280467355822,13.2978143015588,13.3280335125838
806,1,NonStim,0,1,2664.55213333333,2665.52733333333,NaN,0.975000000000364,999.999999796273,4,-0.3636,-1,1,1,1,1,1.02564102564064,0.27863277752445,25.992895402957,18.0000000036671,0.358272258131047,0.933617153363026,69.0058726663174,1,6.64890697168446,6.66402118008407,13.2978138622749,6.66402080983549
807,1,Stim,1,1,2667.894,2668.86256666667,-0.0517666666669356,0.968000000000302,999.999999796273,2,-0.3636,-1,0,4,2,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978035697726,6.66403012343279,13.2978142962644,6.66402446088382
808,1,Stim,1,1,2671.60396666667,2672.58506666667,-0.0550333333330855,0.982000000000426,999.999999796273,4,0.0909,1,1,3,2,1,1.01832993889976,0.0906033328613977,16.6464682180367,7.00000000142609,0.58729807965537,-0.809370722001429,305.965505255787,1,6.648905943443,6.66400883981548,13.2978138973912,6.66402658380436
809,1,Stim,1,1,2675.07803333333,2676.05563333333,-0.0515333333337367,0.976999999999862,999.999999796273,2,0.1818,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978123056816,13.3280459236733,13.2978140886862,13.3280083398983
810,1,Stim,1,1,2678.42946666667,2679.4133,-0.0588999999999942,0.984000000000378,999.999999796273,2,-0.6363,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978056442672,6.66403058299944,13.2978110322511,6.66402892679331
811,1,NonStim,0,1,2681.90423333333,2682.86926666667,NaN,0.965000000000146,999.999999796273,3,0.1818,1,1,2,1,1,1.03626943005166,0.207212195545098,23.91711869109,19.0000000038708,-0.465580789152376,-0.885005383470773,242.252183798255,1,6.64890715050459,6.66403015947377,13.297814087838,6.66403033067509
812,1,Stim,1,1,2685.2716,2686.24496666667,-0.0498333333334813,0.973000000000411,999.999999796273,3,0.0909,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.64890711838288,13.3280434991153,19.9466863460899,6.66403032870432
813,1,Stim,1,1,2688.68813333333,2689.6648,-0.0528333333336377,0.976000000000568,999.999999796273,1,1,1,1,2,4,1,1.02459016393383,0.124779922804765,15.771218390321,9.00000000183354,-0.692824194463622,0.721106535517349,133.854086217576,1,13.2978025005815,6.66402969562255,13.2978081697104,6.66402839150915
815,1,NonStim,0,1,2694.01423333333,2694.97956666667,NaN,0.965000000000146,999.999999796273,2,-1,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.2978060929414,6.66403073444504,13.2978139206937,6.66402436800138
