TrialIndex,GoodSelection,TrialType,IsStim,HasAnalysisWindow,VisualStimOnS,VisualStimOffS,ElectricalStimOnRelVisualS,AnalysisDurationS,SampleRateHz,Condition,SignedCoherence,Direction,Response,LeftCandidateCount,RightCandidateCount,MicrosaccadeCount,MicrosaccadeRateHz,MeanMicrosaccadeAmplitudeDeg,MeanMicrosaccadePeakVelocityDegS,MeanMicrosaccadeDurationMs,TrialDirectionX,TrialDirectionY,TrialMeanDirectionDeg,TrialDirectionResultantLength,LeftThresholdXDegS,LeftThresholdYDegS,RightThresholdXDegS,RightThresholdYDegS
78,1,Stim,1,1,313.171033333333,314.1445,-0.0529666666666344,0.972999999999956,1000.00000002365,1,-0.3636,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868788430566,3.99841769328221,11.9680248102401,6.6640219360756
79,1,Stim,1,1,316.506066666667,317.473766666667,-0.05499999999995,0.966999999999985,1000.00000002365,3,-0.4545,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868825665947,5.33122490308994,11.9680314527237,5.33122516988034
80,1,NonStim,0,1,319.855266666667,320.841,NaN,0.98599999999999,1000.00000002365,4,-0.3636,-1,1,5,1,1,1.01419878296147,0.279944773130332,28.8910237909024,25.9999999993852,0.137780384040607,0.990462803831433,82.0805730748139,1,7.97868796244605,1.33280189529318,11.9680309352841,6.66401870813857
81,1,Stim,1,1,323.1227,324.098233333333,-0.0584999999999241,0.975999999999999,1000.00000002365,4,-0.0909,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868683897345,5.33122199098325,11.968025827252,6.66402874109412
82,1,Stim,1,1,326.506833333333,327.471366666667,-0.0548666666666122,0.964999999999975,1000.00000002365,1,-0.1818,-1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.30846944209592,7.99683071832422,11.9680327287505,9.32961767169048
83,1,Stim,1,1,329.8814,330.848733333333,-0.0568666666666786,0.966999999999985,1000.00000002365,1,-0.0909,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868764431893,6.66402789288234,10.6382483962091,6.6640311092959
84,1,NonStim,0,1,333.265466666667,334.229866666667,NaN,0.963999999999942,1000.00000002365,4,-0,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.9680239916259,7.99683606198905,10.6382393184229,6.66402969754596
85,1,NonStim,0,1,336.5073,337.474733333333,NaN,0.966999999999985,1000.00000002365,4,-0.1818,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868636816676,7.99683768035208,11.9680327042577,5.33121893760724
86,1,Stim,1,1,339.716333333333,340.693,-0.052066666666633,0.976999999999975,1000.00000002365,2,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97866968823419,7.99683617719067,11.9680208107289,7.99683782830991
87,1,Stim,1,1,343.2678,344.2326,-0.0627000000000066,0.965000000000032,1000.00000002365,2,0.6363,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.30846989309481,5.3312252083682,13.2978089846749,6.66403076192987
88,1,Stim,1,1,346.484566666667,347.449466666667,-0.0560666666666521,0.964999999999975,1000.00000002365,2,-0.1818,-1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97868823886197,5.3312250722169,11.9680269449986,6.6640314575677
