TrialType,EventCount,MeanDirectionDeg,MeanResultantLength,RayleighZ,RayleighP,RejectUniform05,UnitVectorSumX,UnitVectorSumY,DisplacementVectorSumXDeg,DisplacementVectorSumYDeg,DisplacementVectorSumMagnitudeDeg,DisplacementVectorSumDirectionDeg,MeanDisplacementXDeg,MeanDisplacementYDeg,MeanDisplacementMagnitudeDeg,TrialsWithEvents,TrialMeanDirectionDeg,TrialMeanResultantLength,TrialMeanRayleighZ,TrialMeanRayleighP,TrialMeanRejectUniform05
NonStim,51,280.485746997105,0.368257284473279,6.91628480594933,0.000830577182563365,1,3.41799364889147,-18.4674807301796,1.34307556792662,-5.64103348610576,5.79871630384932,283.392232046699,0.0263348150573847,-0.110608499727564,0.11370031968332,44,278.2794833903,0.441133047865467,8.56232810043937,0.000134713680566385,1
Stim,30,284.613232013867,0.622109388916524,11.6106027533427,2.89226718632468e-06,1,4.70861226865453,-18.0595418852129,1.24666748391336,-4.02172653853692,4.21051827762557,287.222555696679,0.041555582797112,-0.134057551284564,0.140350609254186,29,282.576110529919,0.633878433286013,11.6522541773688,2.61239299302748e-06,1
