TrialType,TrialCount,TrialsWithMicrosaccade,TrialsWithMicrosaccadePct,MicrosaccadeCount,MeanCountPerTrial,MedianCountPerTrial,MeanRateHz,MedianRateHz,MeanAmplitudeDeg,MeanPeakVelocityDegS
NonStim,526,44,8.36501901140684,51,0.096958174904943,0,0.09972219981383,0,0.282965680699703,26.9239767108395
Stim,523,29,5.54493307839388,30,0.0573613766730402,0,0.05883781355453,0,0.216502371438249,22.417523674174
