TrialIndex,TrialType,IsStim,Condition,SignedCoherence,ElectricalStimOnRelVisualS,EventNumberInTrial,OnsetRelVisualStimS,OffsetRelVisualStimS,OnsetRelElectricalStimS,DurationMs,LeftAmplitudeDeg,RightAmplitudeDeg,MeanAmplitudeDeg,LeftPeakVelocityDegS,RightPeakVelocityDegS,PeakVelocityDegS,MeanDXDeg,MeanDYDeg,DirectionDeg,InterocularOnsetLagMs,InterocularDirectionDiffDeg
122,Stim,1,1,-0.0909,-0.0548666666666122,1,0.809300000000064,0.822300000000041,0.864166666666677,13.9999999996689,0.161091289778091,0.178733418194069,0.16991235398608,13.5473667098213,21.0687304096699,21.0687304096699,-0.0797868489119803,-0.149940513192582,241.981514221427,0.999999999976353,3.17582547608603
130,NonStim,0,4,0.1818,NaN,1,0.83656666666667,0.856566666666652,NaN,20.9999999995034,0.12817802482681,0.255405288811648,0.191791656819229,11.1618634398178,16.9885215107613,16.9885215107613,-0.0265956129013466,-0.189924458578634,262.028558516822,-1.99999999995271,1.4735443889777
158,NonStim,0,4,-0.6363,NaN,1,0.692399999999907,0.712400000000002,NaN,20.9999999995034,0.199690670422739,0.288132289988894,0.243911480205817,18.8479918511899,21.3057731583612,21.3057731583612,0.17951978853199,-0.159936290881828,318.301780394832,0,19.7119561552161
186,Stim,1,3,-0,-0.0700333333332992,1,0.645900000000097,0.665900000000079,0.715933333333396,20.9999999995034,0.300542952707035,0.35319182291051,0.326867387808772,31.8016036915437,27.4728239789673,31.8016036915437,-0.00997335723076749,-0.326536062018782,268.250564783961,-0.999999999976353,3.80545686104711
211,NonStim,0,2,-0.6363,NaN,1,0.380766666666659,0.394766666666669,NaN,14.9999999996453,0.128121507317797,0.140044947018069,0.134083227167933,12.9309349136783,12.6368519127721,12.9309349136783,-0.0598401551032391,0.119952492579107,116.513023988548,-0.999999999976353,2.54762884765239
214,NonStim,0,1,0.0909,NaN,1,0.900333333333379,0.92033333333336,NaN,20.9999999995034,0.326536454731151,0.299953916710773,0.313245185720962,24.4347719938288,26.6560924474632,26.6560924474632,0.00332445078964409,-0.313208335623775,270.608125088519,0,1.27014578409381
229,NonStim,0,3,0.6363,NaN,1,0.2261666666667,0.241166666666686,NaN,15.9999999996217,0.189531031190039,0.1895310612238,0.189531046206919,18.9738612089638,17.5572752084199,18.9738612089638,0.0332445305303791,-0.186592654373381,280.102177521938,-0.999999999976353,9.82300889518228e-07
250,Stim,1,1,-0.0909,-0.0482666666666773,1,0.255400000000009,0.272399999999948,0.303666666666686,17.9999999995744,0.224783932213556,0.187626319559234,0.206205125886395,20.9427611450612,18.8719373099782,20.9427611450612,0.0498667831146171,0.19992072474301,75.994347940207,-0.999999999976353,4.51919215871578
306,Stim,1,3,0.1818,-0.051833333333434,1,0.792666666666491,0.812666666666473,0.844499999999925,20.9999999995034,0.205639556476436,0.198781599370519,0.202210577923477,19.6774585454976,17.2395944198213,19.6774585454976,0.0664890467739163,0.189923951211078,70.7057441511222,-5.99999999985812,11.3143897178111
313,NonStim,0,1,-0.3636,NaN,1,0.808999999999969,0.823999999999842,NaN,15.9999999996217,0.238088495408592,0.302198490258487,0.27014349283354,21.8694798052181,26.8299435246027,26.8299435246027,0.073137913790299,-0.259895597458886,285.717274516115,-0.999999999976353,3.88410692900322
353,NonStim,0,1,1,NaN,1,0.441833333333307,0.470833333333303,NaN,29.9999999992906,0.37268370227265,0.506124281728568,0.439403992000609,22.2131637418525,23.9728292239751,23.9728292239751,0.116355675546654,-0.41982968549094,285.490697718584,-4.99999999988177,15.1556598848427
381,NonStim,0,2,-0,NaN,1,0.868233333333364,0.882233333333261,NaN,14.9999999996453,0.221485349363637,0.318496998693978,0.269991174028808,23.1871503935345,33.4071123944089,33.4071123944089,-0.0731379604285304,-0.259896219561714,254.282751719302,-1.99999999995271,0.0720081576855307
383,NonStim,0,3,0.4545,NaN,1,0.783666666666704,0.803666666666686,NaN,20.9999999995034,0.268625807083907,0.31327919711311,0.290952502098509,17.7707417562095,20.0227066621857,20.0227066621857,-0.0199467209012555,-0.289884683387949,266.063730198731,0,5.89291204930441
390,NonStim,0,4,-0,NaN,1,0.847966666666707,0.861966666666603,NaN,14.9999999996453,0.366760796002543,0.373183911617187,0.369972353809865,39.9994381192887,40.1220897152589,40.1220897152589,0.00664890629217782,-0.36985177796343,271.029907818721,0.999999999976353,2.07785450220388
400,Stim,1,4,0.1818,-0.0546333333334132,1,0.619433333333291,0.646433333333334,0.674066666666704,27.9999999993379,0.236488932122903,0.371699655564784,0.304094293843844,22.8578195289208,27.7439269822205,27.7439269822205,0.109706611762741,-0.279887723043907,291.403515761899,-13.9999999996689,17.7858360381123
410,NonStim,0,3,-1,NaN,1,0.455299999999852,0.483299999999872,NaN,28.9999999993142,0.176425197837725,0.181244555934806,0.178834876886266,15.5888427680012,14.4338348605394,15.5888427680012,-0.0432178765899534,-5.33690359516559e-07,180.000707536038,-13.9999999996689,152.07231166987
424,NonStim,0,1,0.3636,NaN,1,0.918866666666645,0.961866666666538,NaN,43.9999999989595,0.426488322656565,0.454361372357186,0.440424847506876,28.5512865551689,39.2657691269995,39.2657691269995,0.016622252347149,-0.439815926779065,272.164386931177,12.9999999996926,4.19594085627597
429,NonStim,0,3,-0.0909,NaN,1,0.0820666666663783,0.101066666666384,NaN,19.9999999995271,0.590663878621949,0.536967748705402,0.563815813663675,50.2582199764214,41.9503277878469,50.2582199764214,0.279252596989633,-0.489802265012905,299.688905805078,-0.999999999976353,1.5182843412731e-05
429,NonStim,0,3,-0.0909,NaN,2,0.273066666666409,0.288066666666509,NaN,15.9999999996217,0.350932936208655,0.341061424273221,0.345997180240938,34.47880286159,37.7921625519005,37.7921625519005,-0.202790616993342,0.279887969594558,125.924911379547,0,5.26760552923042
438,Stim,1,2,0.6363,-0.0557000000001153,1,0.464133333333166,0.476133333333109,0.519833333333281,12.9999999996926,0.187655811266495,0.153416779621137,0.170536295443816,20.4775894966783,14.4719234259726,20.4775894966783,0.0132978137303401,-0.169932661800245,274.474472870417,0,3.61782358317402
442,NonStim,0,3,-0.6363,NaN,1,0.555266666666512,0.592266666666546,NaN,37.9999999991014,0.140922691226352,0.231754951522515,0.186338821374434,15.5141030691185,23.5899334656149,23.5899334656149,0.103057948703469,0.133279999627735,52.2872297697254,-19.9999999995271,52.273321002095
446,NonStim,0,4,0.3636,NaN,1,0.269300000000158,0.286299999999983,NaN,17.9999999995744,0.345546204062749,0.236489633992938,0.291017919027844,26.3917123645188,20.0089433535977,26.3917123645188,0.119680226414663,-0.26322862561781,294.449519893386,1.99999999995271,13.1952239242807
461,Stim,1,4,-0.4545,-0.0518666666666832,1,0.594399999999951,0.611400000000003,0.646266666666634,17.9999999995744,0.214505745868969,0.277046885851699,0.245776315860334,20.0089121403748,26.7217022698552,26.7217022698552,-0.109706852898485,0.219912274750102,116.513068908461,-3.99999999990541,1.40985616537324
501,Stim,1,3,-0.0909,-0.0502666666668574,1,0.725766666666459,0.739766666666583,0.776033333333316,14.9999999996453,0.101931134457944,0.243199026527777,0.17256508049286,11.1067180276916,22.8940292111109,22.8940292111109,-0.0299200753862536,-0.169932573734041,260.014265144536,0.999999999976353,1.84367935375758
519,NonStim,0,4,1,NaN,1,0.80916666666667,0.828166666666675,NaN,19.9999999995271,0.304560714268066,0.350585079139663,0.327572896703864,24.8334807752631,33.3935895115839,33.3935895115839,0.0531912395083598,-0.32320315344062,279.345692050357,1.99999999995271,1.33154442324695
554,NonStim,0,1,-0.6363,NaN,1,0.429699999999912,0.443699999999808,NaN,14.9999999996453,0.207012299828452,0.180051508426053,0.193531904127253,17.9378405296642,17.937840002121,17.9378405296642,-0.00332445270081554,-0.1932567277452,269.014480240956,-0.999999999976353,5.79932323710574
554,NonStim,0,1,-0.6363,NaN,2,0.902699999999868,0.920699999999897,NaN,18.9999999995507,0.403358396056252,0.379060023250569,0.39120920965341,37.9084030174105,29.0680654930326,37.9084030174105,0.0598401390357012,0.386509518617873,81.1992321084111,-0.999999999976353,2.52450936373017
560,NonStim,0,1,1,NaN,1,0.330033333333404,0.357033333333447,NaN,27.9999999993379,0.36914118957724,0.385564281190644,0.377352735383942,35.4795804480517,34.8464706287102,35.4795804480517,0.176194452011824,-0.32653519529083,298.350763850138,10.9999999997399,20.9970725785897
