UnitTableRow,Date,Monkey,ROI,TrialInfoFile,TrialType,EventCount,MeanDirectionDeg,MeanResultantLength,RayleighZ,RayleighP,RejectUniform05,UnitVectorSumX,UnitVectorSumY,DisplacementVectorSumXDeg,DisplacementVectorSumYDeg,DisplacementVectorSumMagnitudeDeg,DisplacementVectorSumDirectionDeg,MeanDisplacementXDeg,MeanDisplacementYDeg,MeanDisplacementMagnitudeDeg,TrialsWithEvents,TrialMeanDirectionDeg,TrialMeanResultantLength,TrialMeanRayleighZ,TrialMeanRayleighP,TrialMeanRejectUniform05
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,NonStim,187,291.931140258457,0.323771316726972,19.6028108550669,1.88638006144812e-09,1,22.6131617629869,-56.1637832146171,4.0624764201754,-11.7052919672599,12.390220930366,289.140007510461,0.0217244728351625,-0.0625951442099461,0.0662578659377863,153,288.980266285154,0.377365547861892,21.7879277771052,1.61785157454686e-10,1
1,14-Jul-2021,Jim,MT,P:\Jim\NeuroData\20210714\Jim_MT_14July2021_MUA_3DMotionStim_TInfo.mat,Stim,183,304.423844461228,0.458585112926713,38.4849559610351,2.2648420247418e-18,1,47.4414515927059,-69.2246748756999,7.37362865272243,-11.7319992850568,13.8567747594028,302.149596442942,0.0402930527471171,-0.0641092857106927,0.0757200806524741,162,305.502881144501,0.506638232656555,41.5825324038759,4.71334963598101e-20,1
