SourceRow,OriginalRecIdx,Date,Monkey,ROI,StimElec,NeuroType,Z3D_v_Z2D,P_MonoL,P_MonoR,Combined_AI,CombinedCuePreference,SpeedRank_2D,SpeedDegPerSec_2D,SpeedLabel_2D,IsMatchedSlowSpeed,T_L,T_R,A_L,A_R,R_L,R_R,L_L,L_R,N_T_L,N_T_R,N_A_L,N_A_R,N_R_L,N_R_R,N_L_L,N_L_R,TDI_Numerator,TDI_Denominator,TDI,ADI_Numerator,ADI_Denominator,ADI,Valid_TDI,Valid_ADI,Complete_AllEightMetrics
188,191,27-Mar-2025,Clay,FST,11,3D,1.66611815916373,0.00684506868061994,0.0362922990631533,0.473742433965768,Toward,2,12.500001,fast (~12.5 deg/s),0,18.9177733646657,13.4123536611932,9.09318853122473,11.2120815894619,13.7598089847657,10.6900404492352,13.9919600146597,22.2240907107163,NaN,NaN,NaN,NaN,6,6,6,6,-3.65377266962311,68.3140267213408,-0.0534849553595659,-4.37673034320838,44.9872705845816,-0.0972881947790008,1,1,1
193,196,17-Apr-2025,Clay,FST,8,3D,1.64468744946149,0.00327531306985624,0.000231002394011379,0.832076311371293,Toward,2,12.500001,fast (~12.5 deg/s),0,14.2672633887793,19.4247615156471,4.97150804898311,7.65382092104821,14.6617828527552,10.6084163383429,17.1334355341867,17.7884984915777,NaN,NaN,NaN,NaN,5,6,5,5,1.24174356009353,66.1423062487593,0.0187738171001079,-15.1165229024983,40.367180842561,-0.374475566214431,1,1,1
198,201,07-May-2025,Clay,FST,8,3D,2.56406045812627,1.34022845970631e-16,6.39362690898944e-26,0.906222056060747,Toward,2,12.500001,fast (~12.5 deg/s),0,96.8541047689084,81.010036353644,13.4502169050197,20.1102234195467,40.7190027879195,35.6608804850161,21.0756339749034,31.7802377396464,NaN,NaN,NaN,NaN,6,6,7,7,105.364900594987,250.363381650118,0.420847888778853,-23.1760741353531,90.2969547844859,-0.256665069056515,1,1,1
201,204,13-May-2025,Clay,FST,8,3D,3.34833912812489,2.70101612348351e-14,3.2928171570811e-18,0.839348329305942,Toward,2,12.500001,fast (~12.5 deg/s),0,45.1842237731795,43.5166178109308,10.5281155614388,13.4732324951584,23.9835479174458,21.9438132835491,13.5529944427335,25.4085427465466,NaN,NaN,NaN,NaN,8,8,8,8,39.308750920118,138.092932248103,0.284654328648004,-11.4954596696854,59.4981557828799,-0.193206991350027,1,1,1
204,207,16-May-2025,Clay,FST,3,3D,6.10314264102914,0.00767819281947096,1.02061770674584e-05,0.680606067337311,Toward,2,12.500001,fast (~12.5 deg/s),0,64.8676887777909,77.6568789323987,50.7982589552984,56.6512454261944,74.6897629122721,61.0174734619613,56.5531547581148,61.7273523694763,NaN,NaN,NaN,NaN,9,9,9,9,6.10745242844118,278.941682991938,0.0218950870408912,-10.1211238385832,225.020132601569,-0.0449787479972032,1,1,1
205,208,27-May-2025,Clay,FST,3,3D,2.73638102599388,5.81597350392906e-05,0.00959227852876393,-0.792630226033955,Away,2,12.500001,fast (~12.5 deg/s),0,11.5988032363431,15.8217196504619,24.8995647118083,25.927343184741,19.2257720388381,18.8487598008099,25.364221858698,24.397213259651,NaN,NaN,NaN,NaN,7,6,5,7,-16.2024624116841,71.0435081852941,-0.228063940331117,6.61392623704146,95.0398895560571,0.0695910555866165,1,1,1
207,210,29-May-2025,Clay,FST,13,3D,1.9562570592772,1.99989988656722e-07,6.89533952095678e-12,-0.135648406037732,Away,2,12.500001,fast (~12.5 deg/s),0,32.3886891055251,28.3718426668753,35.7326433455894,48.0639398928168,53.6789223302383,63.1964474597806,38.9176979080998,40.4537569327079,NaN,NaN,NaN,NaN,8,8,9,8,-33.3721474905458,154.893211035347,-0.215452615821427,-18.3175621294742,185.910728606287,-0.0985288060930918,1,1,1
214,217,08-Aug-2025,Clay,FST,7,3D,3.04633316997463,3.91556616019224e-12,1.9420240965506e-07,-0.645189686656476,Away,2,12.500001,fast (~12.5 deg/s),0,7.87243945305943,19.1611390105515,32.3114801123614,20.1975810009126,28.1927150402631,32.0631879280777,42.4280665814488,49.4135215695506,NaN,NaN,NaN,NaN,9,8,9,9,-50.5726581462027,104.639815073425,-0.48330225078013,-21.9821933962524,127.0003156228,-0.173087706817525,1,1,1
216,219,14-Aug-2025,Clay,FST,5,3D,4.69699903578292,2.9571461827701e-07,4.68677336306616e-07,0.794472044137259,Toward,2,12.500001,fast (~12.5 deg/s),0,43.5446955932481,41.9380260314676,25.3670073561121,19.0176711276225,32.7657657331548,30.077026637435,34.9712942916177,35.8355880199699,NaN,NaN,NaN,NaN,8,8,8,8,16.881367871591,154.08407537784,0.109559458563093,-20.6636424453181,109.432999412787,-0.188824600953993,1,1,1
233,236,31-Oct-2025,Clay,FST,2,3D,1.46251925496241,1.8493304133705e-11,0.00647975767992762,0.796946223793108,Toward,2,12.500001,fast (~12.5 deg/s),0,69.0533739510085,63.1597033107368,22.2294596227637,29.4470784731518,49.4217232912387,50.7157252769555,21.8943375728996,21.6333055143289,NaN,NaN,NaN,NaN,6,6,6,6,61.1580484561777,203.268106067313,0.300873804746943,-20.9335247539395,124.286600945771,-0.168429457356174,1,1,1
