SourceRow,Date,Monkey,ROI,Tetrode,Unit,NeuroType,Z3D_v_Z2D,Combined_AI,CombinedCuePreference,SpeedRank_2D,SpeedCode_2D,SpeedLabel_2D,IsMatchedSlowSpeed,T_L,T_R,A_L,A_R,R_L,R_R,L_L,L_R,N_T_L,N_T_R,N_A_L,N_A_R,N_R_L,N_R_R,N_L_L,N_L_R,TDI_Numerator,TDI_Denominator,TDI,ADI_Numerator,ADI_Denominator,ADI,Valid_TDI,Valid_ADI,Complete_AllEightMetrics
362,12/11/2019,Jim,FST,2,2,3D,3.72703171085662,-0.166017855971285,Away,1,7041,slow (~4.2 deg/s),1,28.9765401038055,25.2600053132999,32.9309308720855,27.1525736482734,26.6322823261368,23.6072638390194,29.1882600979102,20.1214204357345,23,23,23,23,13,13,13,13,7.48284265523413,100.990248178977,0.0740947050845237,7.28798058342932,112.879028457288,0.06456452259586,1,1,1
372,12/17/2019,Jim,FST,2,2,3D,1.59604145764363,0.480829718544245,Toward,1,7041,slow (~4.2 deg/s),1,14.1815784865263,19.5320002969087,10.4736257786817,15.198697242185,10.9581594029995,11.7524807821949,9.22716334707141,10.4236100893786,22,21,22,22,7,7,7,7,12.3318092910569,55.095348275813,0.223826687315281,4.69267889160032,46.651967150133,0.100589089341047,1,1,1
384,12/18/2019,Jim,FST,4,2,3D,3.11188338032972,0.379556401387204,Toward,1,7041,slow (~4.2 deg/s),1,91.368179860345,73.5685776751745,56.4334776950583,53.366118033943,64.0728020511372,41.3034511291268,50.5177161432521,50.946354942211,24,22,24,25,7,7,7,7,49.9176005421714,279.955914528868,0.178305218613355,17.9784284566224,201.62076300138,0.0891695289165201,1,1,1
386,12/18/2019,Jim,FST,5,3,3D,3.35692684167851,0.220400026329909,Toward,1,7041,slow (~4.2 deg/s),1,18.2567211847175,13.5142642023576,10.3463150191942,7.11888510025137,8.34114326744461,5.66072961510511,6.46278004116668,6.23732458531019,24,22,24,25,7,7,7,7,17.1925175343202,46.3494532398298,0.370932477786945,5.34169046317377,29.5887097757174,0.18053137509759,1,1,1
396,2/5/2020,Jim,FST,5,2,3D,2.82062065651683,0.360059341879565,Toward,1,7041,slow (~4.2 deg/s),1,33.1393934794067,33.1797348123053,30.6522724742318,31.5285289752119,37.3322668529913,36.427288628711,35.2789539844353,38.0748073003464,21,20,21,21,8,7,8,8,-9.08794586162568,141.72620244505,-0.0641232581191137,-9.52544116370259,133.88704406259,-0.0711453541333663,1,1,1
409,2/12/2020,Jim,FST,3,3,3D,4.90472652136069,0.232201715308486,Toward,1,7041,slow (~4.2 deg/s),1,20.7946715760612,19.6135756746759,17.9062688236217,15.4216054252351,17.6250665303404,14.5441673668227,20.618904626214,19.8242914591912,19,21,20,20,7,7,8,8,2.95888926120548,77.8576052402686,0.03800385655421,-1.83519774418003,68.4909462418935,-0.0267947494505121,1,1,1
422,5/13/2020,Jim,FST,1,2,3D,3.29302893839719,0.324288392171016,Toward,1,7041,slow (~4.2 deg/s),1,17.8727088040595,15.2415541004513,8.69684249944224,10.2232913506654,10.5356285396898,6.29716573896317,8.9845642206585,11.3655091074655,21,21,21,21,7,8,8,8,11.2131252573554,55.0154005516662,0.203817933613424,3.63840389048598,34.2018638097293,0.106380281224644,1,1,1
428,5/13/2020,Jim,FST,4,2,3D,4.35144357080355,0.484974874793896,Toward,1,7041,slow (~4.2 deg/s),1,54.4507158968385,65.6289382810687,43.3546810929173,45.0863829558327,49.0720765047274,41.1496999886656,57.576566869478,43.9345716521157,21,21,21,21,7,8,8,8,27.073006021064,213.08630233475,0.127051836389433,-10.2852028093935,187.167330906894,-0.0549519125990523,1,1,1
429,5/13/2020,Jim,FST,4,3,3D,1.98498916797692,0.18275774305842,Toward,1,7041,slow (~4.2 deg/s),1,5.85082989581612,8.65134003096993,5.71256195578135,5.25008340934114,7.93752562317954,3.64997375115332,5.69182776828847,6.55687266238395,21,21,21,21,7,8,8,8,0.00777164122256213,28.9965682123495,0.000268019345104853,1.62084384568069,20.3044468845643,0.0798270376383843,1,1,1
439,7/23/2020,Jim,FST,1,2,3D,3.83887694094312,0.701216051184801,Toward,1,7041,slow (~4.2 deg/s),1,33.6296758313054,26.9159549651679,8.92018910574398,11.4187697363771,18.5112967102145,17.4579163646075,7.57198759644409,8.30785889499903,23,22,23,23,8,8,8,8,33.7264751912598,87.3647864016868,0.386041980760896,-4.69094511893048,45.3688628031727,-0.103395695397559,1,1,1
440,7/23/2020,Jim,FST,1,3,3D,7.04408133302954,0.690704757284767,Toward,1,7041,slow (~4.2 deg/s),1,25.2424341284377,31.7348228808967,10.3410258183843,7.47082473478668,16.62143284548,12.6502509117776,13.7307574071182,16.1413871224881,23,22,23,23,8,8,8,8,24.2144370413664,89.7400769773026,0.269828574444958,-8.56915776572486,44.1928588720667,-0.193903675490459,1,1,1
441,7/23/2020,Jim,FST,1,4,3D,6.33582276208039,0.699111016725772,Toward,1,7041,slow (~4.2 deg/s),1,58.6513630235841,69.5845196252023,28.0410961601883,24.3112068424741,46.839987835138,41.3624445724622,46.2314495810754,47.1756584646777,23,22,23,23,8,8,8,8,34.2202363489706,222.251528948602,0.153970757865447,-35.2415911508752,139.9461971562,-0.251822427954513,1,1,1
451,7/23/2020,Jim,FST,4,4,3D,1.35796380315393,-0.212498861545569,Away,1,7041,slow (~4.2 deg/s),1,19.1322605810485,14.0172834030589,22.581980555029,24.918087459189,11.7211945408685,9.98973697360543,8.54901051656253,9.20589856040136,23,22,23,23,8,8,8,8,12.2224508828376,54.0766370853773,0.226020912941397,28.9613205240501,66.038815504386,0.438549969481609,1,1,1
455,7/24/2020,Jim,FST,2,3,3D,2.75431384554959,-0.397196565902025,Away,1,7041,slow (~4.2 deg/s),1,21.9810762561186,21.1759299887494,30.5840145379667,28.9655154219041,12.7233261882582,10.1325038386932,16.2792203687062,17.3853974788717,24,24,24,23,7,7,7,8,13.0482825777381,73.2657299119978,0.178095305860064,33.1378057524714,85.9612541672702,0.385497001800244,1,1,1
476,7/28/2020,Jim,FST,5,2,3D,2.69883104221093,0.283180929911274,Toward,1,7041,slow (~4.2 deg/s),1,16.1274697769527,17.8958949822749,13.6987654281942,10.5323354383676,8.08668624728131,6.69823644053112,13.5439611960544,9.3697201428951,20,22,21,21,8,8,8,7,16.5669583690513,51.4797711494041,0.321814918737125,3.98890322997631,44.4732985031473,0.0896920931037761,1,1,1
