SourceRow,Date,Monkey,ROI,Tetrode,Unit,NeuroType,Z3D_v_Z2D,Combined_AI,CombinedCuePreference,SpeedRank_2D,SpeedCode_2D,SpeedLabel_2D,IsMatchedSlowSpeed,T_L,T_R,A_L,A_R,R_L,R_R,L_L,L_R,N_T_L,N_T_R,N_A_L,N_A_R,N_R_L,N_R_R,N_L_L,N_L_R,TDI_Numerator,TDI_Denominator,TDI,ADI_Numerator,ADI_Denominator,ADI,Valid_TDI,Valid_ADI,Complete_AllEightMetrics
441,7/23/2020,Jim,FST,1,4,3D,6.33582276208039,0.699111016725772,Toward,2,7125,fast (~12.6 deg/s),0,58.6513630235841,69.5845196252023,28.0410961601883,24.3112068424741,44.4806794574007,43.9048667123911,41.4615869760552,36.1790075634475,23,22,23,23,8,8,8,8,47.5761956279382,208.895569669635,0.227751099284582,-33.0141506857839,137.718756691109,-0.239721527255955,1,1,1
451,7/23/2020,Jim,FST,4,4,3D,1.35796380315393,-0.212498861545569,Away,2,7125,fast (~12.6 deg/s),0,19.1322605810485,14.0172834030589,22.581980555029,24.918087459189,18.9562760687563,17.6699871956567,26.4132112798512,17.6693999911278,23,22,23,23,8,8,8,8,-3.47613207577663,69.7752200439915,-0.0498190055665179,3.41686953871018,91.5832664897259,0.0373088847960396,1,1,1
455,7/24/2020,Jim,FST,2,3,3D,2.75431384554959,-0.397196565902025,Away,2,7125,fast (~12.6 deg/s),0,21.9810762561186,21.1759299887494,30.5840145379667,28.9655154219041,31.8572092163409,35.9248044520196,34.3859451270551,37.5471284406232,24,24,24,23,7,7,7,7,-26.2473314120961,112.561343901832,-0.233182463022005,-10.761219619204,129.860279538946,-0.0828676763781079,1,1,1
476,7/28/2020,Jim,FST,5,2,3D,2.69883104221093,0.283180929911274,Toward,2,7125,fast (~12.6 deg/s),0,16.1274697769527,17.8958949822749,13.6987654281942,10.5323354383676,13.0812240637174,7.80942222522139,14.8060271151279,10.1039040478528,20,22,21,21,8,7,7,8,10.8382366476574,57.208492870798,0.189451532522189,1.61565152621247,46.8465502069111,0.0344881644235591,1,1,1
478,7/28/2020,Jim,FST,6,2,3D,3.26779473077637,0.318363140377069,Toward,2,7125,fast (~12.6 deg/s),0,9.74608819673362,9.74522704824201,7.97411969297753,7.10264538960169,5.52479370214597,5.06997154658506,5.62705996441412,6.17379626695521,20,22,21,21,8,7,7,8,7.79272527587445,31.1899052140768,0.249847674187782,4.37973357158004,25.7737965935784,0.169929701884559,1,1,1
488,8/4/2020,Jim,FST,4,2,3D,3.61542839550591,0.516818496799403,Toward,2,7125,fast (~12.6 deg/s),0,43.5518077023293,53.340370772827,24.7028271163281,30.5781967277686,28.0796353899752,30.3034484595645,27.8265915279683,39.4548702287968,22,23,23,23,8,8,8,8,29.3576728563843,164.426684093928,0.178545672304708,-2.84901614343615,113.411063831629,-0.0251211482123632,1,1,1
503,8/11/2020,Jim,FST,1,5,3D,2.84569432408953,0.476328139889235,Toward,2,7125,fast (~12.6 deg/s),0,6.48765315898391,5.4118056872663,2.35733183267567,2.16519411825191,1.29475767492099,0.433656613214525,0.866943885816358,1.15545283022672,21,21,21,21,7,7,7,7,9.4492483411025,14.3496693513979,0.658499377909496,3.2219254518967,5.82312644995847,0.553298211808483,1,1,1
523,8/27/2020,Jim,FST,1,3,3D,4.70631403270727,-0.499091528831843,Away,2,7125,fast (~12.6 deg/s),0,26.2264369165183,22.5907062907162,31.5315557166332,31.9324618730872,23.6871388189092,22.0123316365524,34.6757382573557,27.9633442618961,23,23,23,23,6,6,6,6,-2.83333987357064,100.46762628804,-0.0282015210098374,6.77594769581233,120.152087483628,0.0563947563269394,1,1,1
528,8/27/2020,Jim,FST,2,4,3D,5.5023216218801,0.430968371030569,Toward,2,7125,fast (~12.6 deg/s),0,27.3594271912782,27.9636738574931,16.1046303408785,12.2290265558769,9.07648403318366,6.21296728793204,6.73351512616387,5.21105028581746,23,23,23,23,6,6,6,6,41.0355667297702,69.6106353677724,0.589501396057769,15.3871744826594,41.2801393108512,0.372750061883018,1,1,1
540,8/27/2020,Jim,FST,7,3,3D,3.8005823563289,0.465297947965035,Toward,2,7125,fast (~12.6 deg/s),0,22.7047148219681,18.4212767144049,19.8221950566995,17.0959763481202,28.0491366605314,21.5335964136075,21.2090931425076,26.9302719300421,23,23,23,23,6,6,6,6,-13.8534170542004,96.1054001269465,-0.144148164784719,-5.82451815129545,79.6608609609349,-0.0731164348594192,1,1,1
544,8/28/2020,Jim,FST,1,5,3D,3.90193623283424,0.757866018704549,Toward,2,7125,fast (~12.6 deg/s),0,5.58572436725608,3.91607269664785,1.93132600625126,1.5393384696934,3.18444352419694,2.30949257181236,3.02035678893653,1.72773418325627,22,23,24,24,7,7,7,7,4.58961935645071,14.4139747713571,0.318414554573178,-1.85918488480422,8.80051383669355,-0.211258674130185,1,1,1
548,8/28/2020,Jim,FST,4,2,3D,3.72107264089552,0.515750799566922,Toward,2,7125,fast (~12.6 deg/s),0,11.9671340129674,10.5966103300211,10.874672461271,6.33499596436818,32.8132656624257,24.3669137245438,25.7501269047082,28.8063544652076,22,23,24,24,7,7,7,7,-39.0558757846448,84.1833644706218,-0.463938166765411,-32.9073722036128,67.3267090548912,-0.488771435074653,1,1,1
