SourceRow,Date,Monkey,ROI,Tetrode,Unit,NeuroType,Z3D_v_Z2D,Combined_AI,CombinedCuePreference,SpeedRank_2D,SpeedCode_2D,SpeedLabel_2D,IsMatchedSlowSpeed,T_L,T_R,A_L,A_R,R_L,R_R,L_L,L_R,N_T_L,N_T_R,N_A_L,N_A_R,N_R_L,N_R_R,N_L_L,N_L_R,TDI_Numerator,TDI_Denominator,TDI,ADI_Numerator,ADI_Denominator,ADI,Valid_TDI,Valid_ADI,Complete_AllEightMetrics
528,8/27/2020,Jim,FST,2,4,3D,5.5023216218801,0.430968371030569,Toward,2,7125,fast (~12.6 deg/s),0,27.3594271912782,27.9636738574931,16.1046303408785,12.2290265558769,9.07648403318366,6.21296728793204,6.73351512616387,5.21105028581746,23,23,23,23,6,6,6,6,41.0355667297702,69.6106353677724,0.589501396057769,15.3871744826594,41.2801393108512,0.372750061883018,1,1,1
540,8/27/2020,Jim,FST,7,3,3D,3.8005823563289,0.465297947965035,Toward,1,7041,slow (~4.2 deg/s),1,22.7047148219681,18.4212767144049,19.8221950566995,17.0959763481202,27.7467530275634,20.6164623449739,17.5847106033611,22.4392071198857,23,23,23,23,6,6,6,6,-9.05996861107609,91.3119516838221,-0.0992199645720776,-1.28300154351533,75.1193443531547,-0.0170795093402788,1,1,1
540,8/27/2020,Jim,FST,7,3,3D,3.8005823563289,0.465297947965035,Toward,2,7125,fast (~12.6 deg/s),0,22.7047148219681,18.4212767144049,19.8221950566995,17.0959763481202,28.0491366605314,21.5335964136075,21.2090931425076,26.9302719300421,23,23,23,23,6,6,6,6,-13.8534170542004,96.1054001269465,-0.144148164784719,-5.82451815129545,79.6608609609349,-0.0731164348594192,1,1,1
544,8/28/2020,Jim,FST,1,5,3D,3.90193623283424,0.757866018704549,Toward,1,7041,slow (~4.2 deg/s),1,5.58572436725608,3.91607269664785,1.93132600625126,1.5393384696934,3.03476666920934,2.59441984018176,1.50711900108701,2.01682648216997,22,23,24,24,7,7,8,7,4.45020391252461,14.5533902152832,0.305784689800404,-0.630874365324107,7.57220331721343,-0.0833145042328668,1,1,1
544,8/28/2020,Jim,FST,1,5,3D,3.90193623283424,0.757866018704549,Toward,2,7125,fast (~12.6 deg/s),0,5.58572436725608,3.91607269664785,1.93132600625126,1.5393384696934,3.18444352419694,2.30949257181236,3.02035678893653,1.72773418325627,22,23,24,24,7,7,7,7,4.58961935645071,14.4139747713571,0.318414554573178,-1.85918488480422,8.80051383669355,-0.211258674130185,1,1,1
548,8/28/2020,Jim,FST,4,2,3D,3.72107264089552,0.515750799566922,Toward,1,7041,slow (~4.2 deg/s),1,11.9671340129674,10.5966103300211,10.874672461271,6.33499596436818,17.0570356835317,11.6703317471193,11.0793992548576,15.9931582375234,22,23,24,24,7,7,8,7,-10.4864495780665,55.6139382640436,-0.188557938987867,-5.54006257633766,39.9593994276161,-0.138642288314997,1,1,1
548,8/28/2020,Jim,FST,4,2,3D,3.72107264089552,0.515750799566922,Toward,2,7125,fast (~12.6 deg/s),0,11.9671340129674,10.5966103300211,10.874672461271,6.33499596436818,32.8132656624257,24.3669137245438,25.7501269047082,28.8063544652076,22,23,24,24,7,7,7,7,-39.0558757846448,84.1833644706218,-0.463938166765411,-32.9073722036128,67.3267090548912,-0.488771435074653,1,1,1
549,8/28/2020,Jim,FST,4,3,3D,2.67439559004086,0.565416395973701,Toward,1,7041,slow (~4.2 deg/s),1,10.3681282821744,8.85200339283546,7.91046618716576,6.16137352560886,13.7334625658064,8.79031401076482,12.0849838478858,12.3889279235241,22,23,24,24,7,7,8,7,-6.90225881432059,45.3425221643403,-0.152224853952851,-6.80345814587603,34.9471375714253,-0.19467855219819,1,1,1
549,8/28/2020,Jim,FST,4,3,3D,2.67439559004086,0.565416395973701,Toward,2,7125,fast (~12.6 deg/s),0,10.3681282821744,8.85200339283546,7.91046618716576,6.16137352560886,21.9777799515806,13.9784926431626,20.8573780351907,19.8851291589926,22,23,24,24,7,7,7,7,-22.6427774355633,61.083040785583,-0.370688445505606,-20.7640309655787,48.9077103911279,-0.424555367640873,1,1,1
550,8/28/2020,Jim,FST,5,2,3D,2.18794972351662,0.512335556717708,Toward,1,7041,slow (~4.2 deg/s),1,22.0026031312435,31.6251216377062,18.4747418988585,20.0828887055926,24.5793936724131,23.354982291323,21.0268926417825,42.0362126375583,22,23,24,24,7,7,8,7,-12.9878815410216,120.243331078921,-0.108013321191984,-5.8242443286544,82.9395055375567,-0.0702228002313935,1,1,1
550,8/28/2020,Jim,FST,5,2,3D,2.18794972351662,0.512335556717708,Toward,2,7125,fast (~12.6 deg/s),0,22.0026031312435,31.6251216377062,18.4747418988585,20.0828887055926,22.8284525635504,18.8687043788045,18.5367641896616,28.7822316187059,22,23,24,24,7,7,7,7,2.01704058669347,105.238408951206,0.0191663918791159,1.15216203598504,75.9630991729173,0.01516739112187,1,1,1
554,8/28/2020,Jim,FST,7,3,3D,5.26142253770274,-0.512750883980379,Away,1,7041,slow (~4.2 deg/s),1,1.59773013489191,3.41663367135575,6.30898420042195,7.27842922890956,3.18211751342916,4.75847063920355,3.91079276144696,4.3224523846442,22,23,24,24,7,7,8,7,-2.49020609182569,12.518933704321,-0.198915191232794,4.91815002868099,22.256676829982,0.220974140310818,1,1,1
554,8/28/2020,Jim,FST,7,3,3D,5.26142253770274,-0.512750883980379,Away,2,7125,fast (~12.6 deg/s),0,1.59773013489191,3.41663367135575,6.30898420042195,7.27842922890956,3.03118674767347,3.74237586467104,4.17493818649035,3.88810424868861,22,23,24,24,7,7,7,7,-1.90492719011442,11.9336548026097,-0.159626469981169,5.67009937817011,21.5047274804929,0.263667576504445,1,1,1
558,9/1/2020,Jim,FST,1,2,3D,2.57890251417946,0.348362739212362,Toward,1,7041,slow (~4.2 deg/s),1,20.4435257964175,18.8125877017751,16.4628774520211,15.3044882252108,9.68302258145683,6.93446103287886,11.5164377443762,10.3637962859786,21,21,21,21,7,7,7,7,19.2092946307572,59.302932365628,0.323918124525844,13.3164668999769,50.218264454487,0.265171786493052,1,1,1
558,9/1/2020,Jim,FST,1,2,3D,2.57890251417946,0.348362739212362,Toward,2,7125,fast (~12.6 deg/s),0,20.4435257964175,18.8125877017751,16.4628774520211,15.3044882252108,9.63137747124844,9.18570341509357,10.9558680529506,13.4768030761925,21,21,21,21,7,7,7,7,16.1479329507516,62.3642940456336,0.258929138826389,11.6257942091878,51.9089371452761,0.223965175334857,1,1,1
560,9/1/2020,Jim,FST,1,4,3D,3.44727101549212,0.404807002391062,Toward,1,7041,slow (~4.2 deg/s),1,40.8013939767265,38.9621802104894,37.420976332278,30.6494001855436,19.9449422811076,20.3727877485792,29.9663230305863,31.0925965457234,21,21,21,21,7,7,7,7,28.7260353603849,130.801113014047,0.219616138566803,17.731265738656,118.409487296987,0.149745313010127,1,1,1
560,9/1/2020,Jim,FST,1,4,3D,3.44727101549212,0.404807002391062,Toward,2,7125,fast (~12.6 deg/s),0,40.8013939767265,38.9621802104894,37.420976332278,30.6494001855436,21.2975452892112,21.421757062406,25.8088257860198,30.8741588142484,21,21,21,21,7,7,7,7,27.5918700837563,131.935278290676,0.209131859508924,20.8397936693958,115.300959366247,0.18074258691291,1,1,1
564,9/1/2020,Jim,FST,3,4,3D,7.40516796450203,-0.323740433649364,Away,1,7041,slow (~4.2 deg/s),1,21.7208313059246,23.1759151596441,31.2044771648678,32.9797924640153,30.783107037739,30.1984673931992,36.4318363544391,36.8470571705039,21,21,21,21,7,7,7,7,-22.7334177426742,112.526910673811,-0.202026498430877,-2.44603411875519,130.814573376521,-0.018698483323527,1,1,1
564,9/1/2020,Jim,FST,3,4,3D,7.40516796450203,-0.323740433649364,Away,2,7125,fast (~12.6 deg/s),0,21.7208313059246,23.1759151596441,31.2044771648678,32.9797924640153,20.4062737159237,23.2678313730913,20.8904081929876,17.6449220337964,21,21,21,21,7,7,7,7,6.84555071584857,82.9479422152887,0.0825282765675027,20.0260300628042,108.342509194962,0.184840006121396,1,1,1
579,9/8/2020,Jim,FST,4,4,3D,3.4144320297059,0.332636158290674,Toward,1,7041,slow (~4.2 deg/s),1,22.9807593050252,23.4547216858361,16.4589209805104,23.2270554792578,14.02559353517,13.7111579860411,11.881989802337,11.9780384602276,24,24,24,24,9,9,8,9,20.4318489954636,72.4391129862589,0.282055482917624,14.0928286713902,65.2791242481463,0.215885688322333,1,1,1
579,9/8/2020,Jim,FST,4,4,3D,3.4144320297059,0.332636158290674,Toward,2,7125,fast (~12.6 deg/s),0,22.9807593050252,23.4547216858361,16.4589209805104,23.2270554792578,12.5972697457429,15.350237993274,11.5192542042796,12.8179399474707,24,24,24,24,9,9,9,9,21.0202712976477,71.8506906840748,0.292554895402093,12.8164842622146,66.5554686573218,0.192568462378406,1,1,1
584,9/8/2020,Jim,FST,6,4,3D,4.22106765426021,0.362195093436031,Toward,1,7041,slow (~4.2 deg/s),1,19.8832941935014,13.4841440396562,13.0523980848551,10.16646706427,8.08045361411093,5.95684204247517,7.33221923316671,7.26591863208427,24,24,24,24,9,9,8,9,18.0210659869624,48.7138104793528,0.369937514836796,9.92980387348318,36.5079264247669,0.271990355134134,1,1,1
584,9/8/2020,Jim,FST,6,4,3D,4.22106765426021,0.362195093436031,Toward,2,7125,fast (~12.6 deg/s),0,19.8832941935014,13.4841440396562,13.0523980848551,10.16646706427,7.36899149289474,6.71963242663459,7.83468385585814,4.90878985074083,24,24,24,24,9,9,9,9,21.0896568895221,45.6452195767932,0.462034295925359,8.66454886663233,37.7731814316178,0.229383613935673,1,1,1
599,9/10/2020,Jim,FST,1,2,3D,3.7643684766253,-0.451537812011333,Away,1,7041,slow (~4.2 deg/s),1,22.5051882043744,23.3683607297353,28.5197148325016,27.4615961077983,28.3883717570157,29.8478318145661,26.2742982545755,30.3042585145559,22,22,22,23,7,7,7,7,-12.8190813374619,104.566179205681,-0.122592997418858,-0.140819128841695,112.103441009441,-0.00125615349157601,1,1,1
599,9/10/2020,Jim,FST,1,2,3D,3.7643684766253,-0.451537812011333,Away,2,7125,fast (~12.6 deg/s),0,22.5051882043744,23.3683607297353,28.5197148325016,27.4615961077983,26.3261244502329,29.1173468612872,32.4856490474274,28.0557162218433,22,22,22,23,7,7,7,8,-8.5082917379665,100.255389606186,-0.0848661779819319,-5.62168496841464,117.584306849014,-0.0478098235985967,1,1,1
602,9/10/2020,Jim,FST,3,2,3D,4.1339383626669,0.538338986932752,Toward,1,7041,slow (~4.2 deg/s),1,35.7045899790889,32.4744091096922,27.1592149224314,23.3123791872126,26.4987958236774,21.3309266285283,24.135074457506,21.636591781241,22,22,22,23,7,7,7,7,20.0436114838626,116.314386693699,0.1723227199456,5.00559302360968,95.9375951956784,0.0521755106890064,1,1,1
602,9/10/2020,Jim,FST,3,2,3D,4.1339383626669,0.538338986932752,Toward,2,7125,fast (~12.6 deg/s),0,35.7045899790889,32.4744091096922,27.1592149224314,23.3123791872126,30.3555695124705,30.124932852896,27.3233570076538,27.1900928678595,22,22,22,23,7,7,7,8,10.633336708451,125.724661469111,0.0845763797189737,-6.97669575090576,107.919883970194,-0.0646469908439917,1,1,1
